Id,Home Number,Reading,Status,Date,Time,Temperature,Humidity
SEM-001,B-21,2.16015,UP,02/01/2025,17:1,16.4,70.4
SEM-003,B-33,0.0,UP,18/12/2024,21:41,21.0,58.2
SEM-002,B-22,1.2214,UP,02/01/2025,17:6,16.7,76.9
SEM-001,B-21,2.311931,UP,02/01/2025,17:11,16.4,70.3
SEM-002,B-22,1.327036,UP,02/01/2025,17:16,16.7,77.0
SEM-001,B-21,2.465901,UP,02/01/2025,17:21,16.3,70.3
SEM-002,B-22,1.433594,UP,02/01/2025,17:26,16.6,76.8
SEM-001,B-21,2.623965,UP,02/01/2025,17:31,16.2,70.8
SEM-003,B-33,0.0,UP,18/12/2024,22:11,20.8,59.6
SEM-002,B-22,1.542621,UP,02/01/2025,17:36,16.5,76.7
SEM-003,B-33,0.0,UP,18/12/2024,22:16,21.0,58.3
SEM-003,B-33,0.0,UP,02/01/2025,17:41,21.0,58.3
SEM-001,B-21,2.787069,UP,02/01/2025,17:41,15.9,71.4
SEM-003,B-33,0.0,UP,02/01/2025,17:46,21.0,58.2
SEM-002,B-22,1.654312,UP,02/01/2025,17:46,16.5,76.7
SEM-001,B-21,2.855474,UP,02/01/2025,17:51,16.0,70.9
SEM-002,B-22,1.763434,UP,02/01/2025,17:57,16.6,77.4
SEM-001,B-21,2.859157,UP,02/01/2025,18:1,16.1,70.5
SEM-002,B-22,1.871016,UP,02/01/2025,18:7,16.7,76.9
SEM-001,B-21,2.865443,UP,02/01/2025,18:11,16.1,70.3
SEM-002,B-22,1.980897,UP,02/01/2025,18:17,16.6,77.0
SEM-001,B-21,2.871335,UP,02/01/2025,18:21,15.9,70.3
SEM-002,B-22,2.092655,UP,02/01/2025,18:27,16.5,75.8
SEM-001,B-21,2.877294,UP,02/01/2025,18:31,16.1,69.5
SEM-002,B-22,2.310262,UP,02/01/2025,18:37,16.1,75.8
SEM-001,B-21,2.883278,UP,02/01/2025,18:42,16.0,69.6
SEM-002,B-22,2.446215,UP,02/01/2025,18:47,16.1,75.6
SEM-001,B-21,2.889286,UP,02/01/2025,18:52,16.1,69.2
SEM-002,B-22,2.580083,UP,02/01/2025,18:57,16.0,75.4
SEM-001,B-21,2.895902,UP,02/01/2025,19:2,16.1,69.1
SEM-002,B-22,2.691155,UP,02/01/2025,19:7,16.0,75.4
SEM-001,B-21,2.901974,UP,02/01/2025,19:12,15.9,69.3
SEM-002,B-22,2.802394,UP,02/01/2025,19:17,15.9,75.8
SEM-001,B-21,2.90807,UP,02/01/2025,19:22,15.9,69.0
SEM-002,B-22,2.916365,UP,02/01/2025,19:27,15.8,75.7
SEM-001,B-21,2.91419,UP,02/01/2025,19:32,15.8,69.0
SEM-002,B-22,3.031874,UP,02/01/2025,19:37,15.8,75.4
SEM-001,B-21,2.920592,UP,02/01/2025,19:42,15.8,69.1
SEM-002,B-22,3.123246,UP,02/01/2025,19:47,15.7,75.4
SEM-001,B-21,2.927162,UP,02/01/2025,19:52,15.8,69.0
SEM-002,B-22,3.133172,UP,02/01/2025,19:57,15.9,76.2
SEM-001,B-21,2.940721,UP,02/01/2025,20:2,15.9,69.1
SEM-002,B-22,3.141204,UP,02/01/2025,20:7,16.2,76.4
SEM-001,B-21,3.168834,UP,02/01/2025,20:12,16.1,68.1
SEM-002,B-22,3.147428,UP,02/01/2025,20:17,16.5,75.9
SEM-001,B-21,3.347507,UP,02/01/2025,20:22,16.1,68.1
SEM-002,B-22,3.152777,UP,02/01/2025,20:27,16.6,75.7
SEM-001,B-21,3.521586,UP,02/01/2025,20:32,16.1,67.9
SEM-002,B-22,3.159124,UP,02/01/2025,20:37,16.6,75.3
SEM-001,B-21,3.696077,UP,02/01/2025,20:42,16.2,67.6
SEM-002,B-22,3.164211,UP,02/01/2025,20:47,16.6,75.3
SEM-001,B-21,3.876572,UP,02/01/2025,20:52,16.0,67.5
SEM-002,B-22,3.169298,UP,02/01/2025,20:57,16.6,75.2
SEM-001,B-21,4.06034,UP,02/01/2025,21:2,16.1,67.4
SEM-002,B-22,3.174633,UP,02/01/2025,21:7,16.6,75.0
SEM-001,B-21,4.244691,UP,02/01/2025,21:12,16.1,67.4
SEM-002,B-22,3.179764,UP,02/01/2025,21:17,16.6,74.9
SEM-001,B-21,4.425077,UP,02/01/2025,21:22,16.1,67.5
SEM-002,B-22,3.186,UP,02/01/2025,21:27,16.6,74.9
SEM-001,B-21,4.597556,UP,02/01/2025,21:32,16.1,67.2
SEM-002,B-22,3.191321,UP,02/01/2025,21:37,16.6,74.6
SEM-001,B-21,4.771358,UP,02/01/2025,21:42,16.1,67.2
SEM-002,B-22,3.197623,UP,02/01/2025,21:47,16.6,74.5
SEM-001,B-21,4.950225,UP,02/01/2025,21:52,16.0,67.1
SEM-002,B-22,3.203676,UP,02/01/2025,21:57,16.6,74.4
SEM-001,B-21,4.993332,UP,02/01/2025,22:2,16.1,66.8
SEM-002,B-22,3.315607,UP,02/01/2025,22:7,16.6,74.3
SEM-001,B-21,5.046476,UP,02/01/2025,22:12,16.1,67.9
SEM-002,B-22,3.321665,UP,02/01/2025,22:17,16.5,74.2
SEM-001,B-21,5.083263,UP,02/01/2025,22:22,16.0,67.9
SEM-002,B-22,3.326994,UP,02/01/2025,22:27,16.5,74.1
SEM-001,B-21,5.12676,UP,02/01/2025,22:32,16.1,67.3
SEM-001,B-21,5.149352,UP,02/01/2025,22:36,16.0,67.1
SEM-002,B-22,3.338465,UP,02/01/2025,22:37,16.5,73.9
SEM-001,B-21,5.407583,UP,02/01/2025,22:46,16.1,67.3
SEM-002,B-22,3.377309,UP,02/01/2025,22:47,16.4,73.2
SEM-001,B-21,5.773083,UP,02/01/2025,22:56,16.1,66.5
SEM-002,B-22,3.41635,UP,02/01/2025,22:57,16.5,73.5
SEM-001,B-21,6.064784,UP,02/01/2025,23:6,16.0,66.2
SEM-002,B-22,3.452906,UP,02/01/2025,23:7,16.5,74.0
SEM-001,B-21,6.385413,UP,02/01/2025,23:16,15.9,66.0
SEM-002,B-22,3.470455,UP,02/01/2025,23:17,16.5,74.4
SEM-001,B-21,6.719672,UP,02/01/2025,23:26,15.9,65.7
SEM-002,B-22,3.527164,UP,02/01/2025,23:27,16.5,74.2
SEM-001,B-21,7.025246,UP,02/01/2025,23:36,15.9,65.6
SEM-002,B-22,3.646793,UP,02/01/2025,23:37,16.4,74.5
SEM-001,B-21,7.305452,UP,02/01/2025,23:46,16.0,65.0
SEM-002,B-22,3.767951,UP,02/01/2025,23:47,16.3,74.6
SEM-001,B-21,7.666795,UP,02/01/2025,23:56,15.8,65.5
SEM-002,B-22,3.892256,UP,02/01/2025,23:57,16.3,74.4
SEM-001,B-21,7.98976,UP,03/01/2025,0:6,15.9,65.0
SEM-002,B-22,4.019615,UP,03/01/2025,0:7,16.4,74.0
SEM-001,B-21,8.396637,UP,03/01/2025,0:16,15.8,64.9
SEM-002,B-22,4.146522,UP,03/01/2025,0:17,16.4,73.8
SEM-001,B-21,8.702988,UP,03/01/2025,0:26,15.6,65.7
SEM-002,B-22,4.272456,UP,03/01/2025,0:27,16.3,73.7
SEM-001,B-21,9.109382,UP,03/01/2025,0:36,15.8,65.0
SEM-002,B-22,4.396942,UP,03/01/2025,0:37,16.3,73.4
SEM-001,B-21,9.422553,UP,03/01/2025,0:46,15.7,65.3
SEM-002,B-22,4.521421,UP,03/01/2025,0:47,16.3,73.4
SEM-001,B-21,9.83354,UP,03/01/2025,0:56,15.6,65.5
SEM-002,B-22,4.647142,UP,03/01/2025,0:57,16.3,73.1
SEM-001,B-21,10.13552,UP,03/01/2025,1:6,15.7,65.5
SEM-002,B-22,4.775292,UP,03/01/2025,1:7,16.3,73.6
SEM-001,B-21,10.54435,UP,03/01/2025,1:16,15.6,65.8
SEM-002,B-22,4.903221,UP,03/01/2025,1:17,16.3,73.5
SEM-001,B-21,10.84999,UP,03/01/2025,1:26,15.8,65.4
SEM-002,B-22,5.027373,UP,03/01/2025,1:27,16.3,73.6
SEM-001,B-21,11.26821,UP,03/01/2025,1:36,15.8,65.6
SEM-002,B-22,5.090208,UP,03/01/2025,1:37,16.3,73.3
SEM-001,B-21,11.59179,UP,03/01/2025,1:46,15.8,65.9
SEM-002,B-22,5.144327,UP,03/01/2025,1:47,16.3,73.1
SEM-001,B-21,11.74215,UP,03/01/2025,1:56,15.9,66.0
SEM-002,B-22,5.145735,UP,03/01/2025,1:57,16.2,73.5
SEM-001,B-21,11.74635,UP,03/01/2025,2:6,15.9,66.3
SEM-002,B-22,5.147903,UP,03/01/2025,2:7,16.2,73.7
SEM-001,B-21,11.75189,UP,03/01/2025,2:16,15.7,66.6
SEM-002,B-22,5.149422,UP,03/01/2025,2:17,16.3,73.8
SEM-001,B-21,11.75614,UP,03/01/2025,2:26,15.8,66.5
SEM-002,B-22,5.151778,UP,03/01/2025,2:27,16.3,74.1
SEM-001,B-21,11.76074,UP,03/01/2025,2:36,15.9,66.6
SEM-002,B-22,5.153225,UP,03/01/2025,2:37,16.3,74.1
SEM-001,B-21,11.76403,UP,03/01/2025,2:46,15.9,66.7
SEM-002,B-22,5.155394,UP,03/01/2025,2:47,16.2,74.3
SEM-001,B-21,11.76831,UP,03/01/2025,2:56,15.9,66.9
SEM-002,B-22,5.156804,UP,03/01/2025,2:57,16.2,74.4
SEM-001,B-21,11.77185,UP,03/01/2025,3:6,15.9,67.2
SEM-002,B-22,5.159011,UP,03/01/2025,3:7,16.2,74.4
SEM-001,B-21,11.77614,UP,03/01/2025,3:16,16.0,67.2
SEM-002,B-22,5.161397,UP,03/01/2025,3:17,16.3,74.4
SEM-001,B-21,11.78042,UP,03/01/2025,3:26,16.0,67.3
SEM-002,B-22,5.162591,UP,03/01/2025,3:27,16.2,74.8
SEM-001,B-21,11.78363,UP,03/01/2025,3:36,16.0,67.6
SEM-002,B-22,5.165017,UP,03/01/2025,3:37,16.2,74.8
SEM-001,B-21,11.78792,UP,03/01/2025,3:46,16.0,68.0
SEM-002,B-22,5.16738,UP,03/01/2025,3:47,16.2,75.0
SEM-001,B-21,11.79147,UP,03/01/2025,3:56,16.0,68.1
SEM-002,B-22,5.170941,UP,03/01/2025,3:57,16.3,75.0
SEM-001,B-21,11.79576,UP,03/01/2025,4:6,15.9,68.4
SEM-002,B-22,5.172135,UP,03/01/2025,4:7,16.3,74.9
SEM-001,B-21,11.79906,UP,03/01/2025,4:16,15.9,68.6
SEM-002,B-22,5.174524,UP,03/01/2025,4:17,16.3,75.3
SEM-001,B-21,11.80336,UP,03/01/2025,4:26,16.0,68.8
SEM-002,B-22,5.175978,UP,03/01/2025,4:27,16.2,75.6
SEM-001,B-21,11.80657,UP,03/01/2025,4:36,16.0,68.8
SEM-002,B-22,5.178147,UP,03/01/2025,4:37,16.2,75.7
SEM-001,B-21,11.81113,UP,03/01/2025,4:46,15.9,68.9
SEM-002,B-22,5.180537,UP,03/01/2025,4:47,16.2,75.8
SEM-001,B-21,11.81452,UP,03/01/2025,4:56,16.0,69.0
SEM-002,B-22,5.181732,UP,03/01/2025,4:57,16.2,75.9
SEM-001,B-21,11.81873,UP,03/01/2025,5:6,15.9,69.2
SEM-002,B-22,5.184244,UP,03/01/2025,5:7,16.2,76.0
SEM-001,B-21,11.82204,UP,03/01/2025,5:16,15.9,69.5
SEM-002,B-22,5.185604,UP,03/01/2025,5:17,16.2,76.2
SEM-001,B-21,11.82625,UP,03/01/2025,5:26,15.9,69.5
SEM-002,B-22,5.292347,UP,03/01/2025,5:27,16.2,76.3
SEM-001,B-21,11.83082,UP,03/01/2025,5:36,15.9,69.7
SEM-002,B-22,5.294732,UP,03/01/2025,5:37,16.2,76.2
SEM-001,B-21,11.83422,UP,03/01/2025,5:46,15.8,69.9
SEM-002,B-22,5.295965,UP,03/01/2025,5:47,16.2,76.3
SEM-001,B-21,11.83843,UP,03/01/2025,5:56,15.9,69.9
SEM-002,B-22,5.29835,UP,03/01/2025,5:57,16.2,76.5
SEM-001,B-21,11.84175,UP,03/01/2025,6:6,15.8,69.9
SEM-002,B-22,5.300519,UP,03/01/2025,6:7,16.1,76.4
SEM-001,B-21,11.84597,UP,03/01/2025,6:16,15.8,69.9
SEM-002,B-22,5.301752,UP,03/01/2025,6:18,16.1,76.6
SEM-001,B-21,11.84947,UP,03/01/2025,6:26,15.9,69.9
SEM-002,B-22,5.304138,UP,03/01/2025,6:28,16.1,76.6
SEM-001,B-21,11.85395,UP,03/01/2025,6:36,15.8,69.9
SEM-002,B-22,5.306473,UP,03/01/2025,6:38,16.1,76.5
SEM-001,B-21,11.85817,UP,03/01/2025,6:46,15.8,70.3
SEM-002,B-22,5.308986,UP,03/01/2025,6:48,16.1,76.5
SEM-001,B-21,11.8615,UP,03/01/2025,6:56,15.8,70.1
SEM-002,B-22,5.310222,UP,03/01/2025,6:58,16.1,76.6
SEM-001,B-21,11.86572,UP,03/01/2025,7:6,15.8,70.2
SEM-002,B-22,5.312609,UP,03/01/2025,7:8,16.1,76.8
SEM-001,B-21,11.86922,UP,03/01/2025,7:16,15.8,70.5
SEM-002,B-22,5.314778,UP,03/01/2025,7:18,16.1,76.7
SEM-001,B-21,11.87372,UP,03/01/2025,7:26,15.7,70.7
SEM-002,B-22,5.422493,UP,03/01/2025,7:28,16.1,76.8
SEM-001,B-21,11.87696,UP,03/01/2025,7:36,15.7,70.8
SEM-002,B-22,5.602633,UP,03/01/2025,7:38,16.1,76.7
SEM-001,B-21,11.88118,UP,03/01/2025,7:46,15.8,70.7
SEM-002,B-22,5.780244,UP,03/01/2025,7:48,16.1,76.7
SEM-001,B-21,11.8855,UP,03/01/2025,7:56,15.7,70.9
SEM-002,B-22,5.956961,UP,03/01/2025,7:58,16.1,77.0
SEM-001,B-21,11.88893,UP,03/01/2025,8:6,15.7,70.9
SEM-002,B-22,6.070248,UP,03/01/2025,8:8,16.1,77.1
SEM-001,B-21,11.89343,UP,03/01/2025,8:16,15.7,71.0
SEM-002,B-22,6.073421,UP,03/01/2025,8:18,16.1,77.1
SEM-001,B-21,11.89677,UP,03/01/2025,8:27,15.8,70.8
SEM-002,B-22,6.075768,UP,03/01/2025,8:28,16.1,77.2
SEM-001,B-21,11.901,UP,03/01/2025,8:37,15.7,71.2
SEM-002,B-22,6.077923,UP,03/01/2025,8:38,16.0,77.3
SEM-001,B-21,11.90424,UP,03/01/2025,8:47,15.7,71.1
SEM-002,B-22,6.100857,UP,03/01/2025,8:48,16.0,77.4
SEM-001,B-21,11.92923,UP,03/01/2025,8:57,15.6,71.5
SEM-002,B-22,6.211867,UP,03/01/2025,8:58,16.1,77.4
SEM-001,B-21,11.95949,UP,03/01/2025,9:7,15.5,71.9
SEM-002,B-22,6.327546,UP,03/01/2025,9:8,16.0,78.0
SEM-001,B-21,11.961,UP,03/01/2025,9:17,15.6,71.7
SEM-002,B-22,6.595089,UP,03/01/2025,9:18,16.0,77.9
SEM-001,B-21,11.96336,UP,03/01/2025,9:27,15.6,71.8
SEM-002,B-22,6.860433,UP,03/01/2025,9:28,16.0,77.9
SEM-001,B-21,11.96585,UP,03/01/2025,9:37,15.6,72.0
SEM-002,B-22,7.13503,UP,03/01/2025,9:38,15.9,78.4
SEM-001,B-21,11.97842,UP,03/01/2025,9:47,15.5,72.4
SEM-002,B-22,7.314797,UP,03/01/2025,9:48,16.1,79.0
SEM-001,B-21,12.01781,UP,03/01/2025,9:57,15.4,72.7
SEM-002,B-22,7.437885,UP,03/01/2025,9:58,16.0,80.0
SEM-001,B-21,12.02031,UP,03/01/2025,10:4,15.5,72.5
SEM-002,B-22,7.6911,UP,03/01/2025,10:8,16.0,79.7
SEM-001,B-21,12.03421,UP,03/01/2025,10:14,15.4,73.4
SEM-002,B-22,7.972501,UP,03/01/2025,10:18,16.0,79.3
SEM-001,B-21,12.03827,UP,03/01/2025,10:24,15.6,72.8
SEM-002,B-22,8.248775,UP,03/01/2025,10:28,16.1,79.6
SEM-001,B-21,12.0411,UP,03/01/2025,10:34,15.6,72.8
SEM-002,B-22,8.366692,UP,03/01/2025,10:38,16.1,79.4
SEM-001,B-21,12.045,UP,03/01/2025,10:44,15.6,72.7
SEM-002,B-22,8.485723,UP,03/01/2025,10:48,16.0,79.6
SEM-001,B-21,12.04843,UP,03/01/2025,10:54,15.6,73.3
SEM-002,B-22,8.551587,UP,03/01/2025,10:58,16.0,80.5
SEM-001,B-21,12.09279,UP,03/01/2025,11:4,15.6,73.0
SEM-002,B-22,8.587263,UP,03/01/2025,11:8,16.0,80.4
SEM-001,B-21,12.1817,UP,03/01/2025,11:14,15.6,73.0
SEM-002,B-22,8.746131,UP,03/01/2025,11:18,15.9,80.2
SEM-001,B-21,12.19137,UP,03/01/2025,11:24,15.6,73.2
SEM-002,B-22,8.778161,UP,03/01/2025,11:28,15.9,81.3
SEM-001,B-21,12.19345,UP,03/01/2025,11:34,15.5,73.8
SEM-002,B-22,8.812266,UP,03/01/2025,11:38,16.1,82.2
SEM-001,B-21,12.19458,UP,03/01/2025,11:44,15.4,74.2
SEM-002,B-22,8.847714,UP,03/01/2025,11:48,16.3,82.1
SEM-001,B-21,12.19591,UP,03/01/2025,11:54,15.4,74.6
SEM-002,B-22,8.880756,UP,03/01/2025,11:58,16.4,82.3
SEM-001,B-21,12.19725,UP,03/01/2025,12:4,15.4,74.5
SEM-002,B-22,8.916783,UP,03/01/2025,12:8,16.0,80.6
SEM-001,B-21,12.19935,UP,03/01/2025,12:14,15.5,74.5
SEM-002,B-22,8.953114,UP,03/01/2025,12:18,16.1,81.3
SEM-001,B-21,12.20107,UP,03/01/2025,12:24,15.4,75.1
SEM-002,B-22,8.988959,UP,03/01/2025,12:28,16.1,81.1
SEM-001,B-21,12.20261,UP,03/01/2025,12:34,15.5,75.1
SEM-002,B-22,9.030239,UP,03/01/2025,12:38,16.2,81.5
SEM-001,B-21,12.20416,UP,03/01/2025,12:44,15.5,74.8
SEM-002,B-22,9.065372,UP,03/01/2025,12:48,16.3,81.5
SEM-001,B-21,12.2059,UP,03/01/2025,12:54,15.5,74.9
SEM-002,B-22,9.207163,UP,03/01/2025,12:58,16.3,82.4
SEM-001,B-21,12.20882,UP,03/01/2025,13:4,15.5,75.3
SEM-002,B-22,9.357031,UP,03/01/2025,13:8,16.3,82.6
SEM-001,B-21,12.21047,UP,03/01/2025,13:14,15.6,74.8
SEM-002,B-22,9.497439,UP,03/01/2025,13:18,16.4,82.4
SEM-001,B-21,12.2183,UP,03/01/2025,13:24,15.7,75.2
SEM-002,B-22,9.624481,UP,03/01/2025,13:28,16.4,81.5
SEM-001,B-21,12.24772,UP,03/01/2025,13:34,15.8,75.0
SEM-002,B-22,9.856829,UP,03/01/2025,13:38,16.4,82.3
SEM-001,B-21,12.28042,UP,03/01/2025,13:44,16.0,74.6
SEM-002,B-22,10.14514,UP,03/01/2025,13:48,16.3,83.6
SEM-001,B-21,12.30949,UP,03/01/2025,13:54,15.9,74.9
SEM-002,B-22,10.38494,UP,03/01/2025,13:58,16.4,84.0
SEM-001,B-21,12.31139,UP,03/01/2025,14:4,15.8,75.4
SEM-002,B-22,10.573,UP,03/01/2025,14:8,16.4,84.0
SEM-001,B-21,12.31311,UP,03/01/2025,14:14,15.9,75.0
SEM-002,B-22,10.76462,UP,03/01/2025,14:18,16.4,83.6
SEM-001,B-21,12.31469,UP,03/01/2025,14:24,16.0,74.8
SEM-002,B-22,10.80374,UP,03/01/2025,14:28,16.5,83.7
SEM-001,B-21,12.31548,UP,03/01/2025,14:34,16.0,74.3
SEM-002,B-22,10.83605,UP,03/01/2025,14:38,15.8,82.5
SEM-001,B-21,12.31608,UP,03/01/2025,14:44,16.0,74.0
SEM-002,B-22,10.87348,UP,03/01/2025,14:48,16.0,83.2
SEM-001,B-21,12.31667,UP,03/01/2025,14:54,16.0,74.0
SEM-002,B-22,10.90826,UP,03/01/2025,14:58,15.6,85.0
SEM-001,B-21,12.31806,UP,03/01/2025,15:4,15.9,74.0
SEM-002,B-22,10.94325,UP,03/01/2025,15:8,16.3,83.9
SEM-001,B-21,12.31982,UP,03/01/2025,15:14,16.0,73.9
SEM-002,B-22,10.97831,UP,03/01/2025,15:18,16.4,84.0
SEM-001,B-21,12.32062,UP,03/01/2025,15:24,15.9,74.0
SEM-002,B-22,10.9907,UP,03/01/2025,15:28,16.4,83.7
SEM-001,B-21,12.32122,UP,03/01/2025,15:34,15.9,74.1
SEM-002,B-22,10.99672,UP,03/01/2025,15:38,16.4,83.2
SEM-001,B-21,12.32222,UP,03/01/2025,15:44,16.0,74.2
SEM-002,B-22,11.00488,UP,03/01/2025,15:48,16.4,83.4
SEM-001,B-21,12.32342,UP,03/01/2025,15:54,15.9,74.3
SEM-002,B-22,11.01362,UP,03/01/2025,15:58,16.3,83.4
SEM-001,B-21,12.32519,UP,03/01/2025,16:4,15.8,74.2
SEM-002,B-22,11.0216,UP,03/01/2025,16:8,16.3,82.5
SEM-001,B-21,12.32579,UP,03/01/2025,16:14,16.0,73.9
SEM-002,B-22,11.02954,UP,03/01/2025,16:18,16.2,83.0
SEM-001,B-21,12.3266,UP,03/01/2025,16:24,16.0,73.6
SEM-002,B-22,11.08622,UP,03/01/2025,16:28,16.2,82.6
SEM-001,B-21,12.32801,UP,03/01/2025,16:34,16.0,74.0
SEM-002,B-22,11.20512,UP,03/01/2025,16:38,16.2,82.9
SEM-001,B-21,12.32978,UP,03/01/2025,16:44,15.9,74.3
SEM-002,B-22,11.32358,UP,03/01/2025,16:48,16.1,82.6
SEM-001,B-21,12.33039,UP,03/01/2025,16:54,15.9,74.0
SEM-002,B-22,11.44132,UP,03/01/2025,16:58,16.1,82.8
SEM-002,B-22,11.45475,UP,03/01/2025,17:0,16.2,82.7
SEM-001,B-21,12.3308,UP,03/01/2025,17:0,16.0,73.7
SEM-001,B-21,12.3312,UP,03/01/2025,17:4,15.9,74.1
SEM-002,B-22,11.5608,UP,03/01/2025,17:8,16.2,82.6
SEM-001,B-21,12.33222,UP,03/01/2025,17:14,16.0,74.0
SEM-002,B-22,11.68518,UP,03/01/2025,17:18,16.2,82.8
SEM-001,B-21,12.3344,UP,03/01/2025,17:24,16.0,73.8
SEM-002,B-22,11.80586,UP,03/01/2025,17:28,16.2,83.0
SEM-001,B-21,12.33522,UP,03/01/2025,17:34,16.1,73.7
SEM-002,B-22,11.92662,UP,03/01/2025,17:38,16.3,83.0
SEM-001,B-21,12.33583,UP,03/01/2025,17:44,16.0,74.1
SEM-002,B-22,12.15776,UP,03/01/2025,17:48,16.3,83.7
SEM-001,B-21,12.33665,UP,03/01/2025,17:54,15.9,74.5
SEM-002,B-22,12.20466,UP,03/01/2025,17:58,16.2,83.3
SEM-001,B-21,12.33808,UP,03/01/2025,18:4,15.9,74.5
SEM-002,B-22,12.21648,UP,03/01/2025,18:8,16.4,83.5
SEM-001,B-21,12.3389,UP,03/01/2025,18:14,16.0,74.5
SEM-002,B-22,12.23734,UP,03/01/2025,18:18,16.4,84.3
SEM-001,B-21,12.33973,UP,03/01/2025,18:24,16.0,74.4
SEM-002,B-22,12.27211,UP,03/01/2025,18:28,16.2,83.8
SEM-001,B-21,12.34034,UP,03/01/2025,18:34,15.8,75.1
SEM-002,B-22,12.30831,UP,03/01/2025,18:39,16.4,83.7
SEM-001,B-21,12.34137,UP,03/01/2025,18:44,15.8,75.3
SEM-002,B-22,12.34338,UP,03/01/2025,18:49,16.3,83.7
SEM-001,B-21,12.34378,UP,03/01/2025,18:54,15.8,75.3
SEM-002,B-22,12.38025,UP,03/01/2025,18:59,16.4,82.9
SEM-001,B-21,12.34461,UP,03/01/2025,19:4,15.9,74.9
SEM-002,B-22,12.41705,UP,03/01/2025,19:9,16.4,82.8
