Id,Home Number,Reading,Status,Date,Time,Temperature,Humidity
SEM-001,B-21,208.264,UP,01/03/2025,7:49,21.1,69.8
SEM-003,B-33,490.546,UP,01/03/2025,7:51,21.7,69.8
SEM-002,B-22,77.548,UP,01/03/2025,7:49,20.7,75.3
SEM-001,B-21,208.272,UP,01/03/2025,7:59,21.1,70.1
SEM-003,B-33,490.549,UP,01/03/2025,8:1,21.7,70.2
SEM-002,B-22,77.557,UP,01/03/2025,7:59,20.7,75.7
SEM-001,B-21,208.278,UP,01/03/2025,8:9,21.2,70.5
SEM-003,B-33,490.552,UP,01/03/2025,8:11,21.7,70.1
SEM-002,B-22,77.562,UP,01/03/2025,8:9,20.7,75.7
SEM-001,B-21,208.286,UP,01/03/2025,8:19,21.2,70.5
SEM-003,B-33,490.557,UP,01/03/2025,8:21,21.7,70.2
SEM-002,B-22,77.565,UP,01/03/2025,8:19,20.7,75.8
SEM-001,B-21,208.297,UP,01/03/2025,8:29,21.2,70.9
SEM-003,B-33,490.569,UP,01/03/2025,8:31,21.7,70.4
SEM-002,B-22,77.57,UP,01/03/2025,8:29,20.7,76.0
SEM-001,B-21,208.306,UP,01/03/2025,8:39,21.2,71.7
SEM-003,B-33,490.593,UP,01/03/2025,8:41,21.7,70.5
SEM-002,B-22,77.575,UP,01/03/2025,8:39,20.7,76.1
SEM-001,B-21,208.313,UP,01/03/2025,8:49,21.2,71.9
SEM-003,B-33,490.62,UP,01/03/2025,8:51,21.7,70.6
SEM-002,B-22,77.583,UP,01/03/2025,8:50,20.7,76.4
SEM-001,B-21,208.321,UP,01/03/2025,8:59,21.2,71.5
SEM-003,B-33,490.639,UP,01/03/2025,9:1,21.6,70.6
SEM-002,B-22,77.591,UP,01/03/2025,9:0,20.7,76.6
SEM-001,B-21,208.332,UP,01/03/2025,9:9,21.2,71.0
SEM-003,B-33,490.642,UP,01/03/2025,9:11,21.7,70.5
SEM-002,B-22,77.597,UP,01/03/2025,9:10,20.8,76.8
SEM-001,B-21,208.341,UP,01/03/2025,9:19,21.3,70.6
SEM-003,B-33,490.645,UP,01/03/2025,9:21,21.6,70.5
SEM-002,B-22,77.602,UP,01/03/2025,9:20,20.7,76.6
SEM-001,B-21,208.348,UP,01/03/2025,9:29,21.4,70.0
SEM-003,B-33,490.65,UP,01/03/2025,9:31,21.7,70.6
SEM-002,B-22,77.604,UP,01/03/2025,9:30,20.8,76.5
SEM-001,B-21,208.355,UP,01/03/2025,9:39,21.3,70.1
SEM-003,B-33,490.653,UP,01/03/2025,9:41,21.6,70.6
SEM-002,B-22,77.60699,UP,01/03/2025,9:40,20.8,76.3
SEM-001,B-21,208.366,UP,01/03/2025,9:49,21.4,69.9
SEM-003,B-33,490.672,UP,01/03/2025,9:51,21.6,70.6
SEM-002,B-22,77.609,UP,01/03/2025,9:50,20.8,76.1
SEM-001,B-21,208.376,UP,01/03/2025,9:59,21.3,70.2
SEM-003,B-33,490.698,UP,01/03/2025,10:1,21.6,70.6
SEM-002,B-22,77.617,UP,01/03/2025,10:0,20.8,76.0
SEM-001,B-21,208.382,UP,01/03/2025,10:9,21.3,70.2
SEM-003,B-33,490.723,UP,01/03/2025,10:11,21.6,70.6
SEM-002,B-22,77.625,UP,01/03/2025,10:10,20.8,76.0
SEM-001,B-21,208.39,UP,01/03/2025,10:19,21.3,70.4
SEM-003,B-33,490.74,UP,01/03/2025,10:21,21.6,70.5
SEM-002,B-22,77.62801,UP,01/03/2025,10:20,20.8,76.1
SEM-001,B-21,208.399,UP,01/03/2025,10:29,21.3,70.7
SEM-003,B-33,490.743,UP,01/03/2025,10:31,21.6,70.5
SEM-002,B-22,77.631,UP,01/03/2025,10:30,20.8,76.3
SEM-001,B-21,208.41,UP,01/03/2025,10:39,21.3,71.1
SEM-003,B-33,490.746,UP,01/03/2025,10:41,21.6,70.6
SEM-002,B-22,77.634,UP,01/03/2025,10:40,20.8,76.4
SEM-001,B-21,208.416,UP,01/03/2025,10:49,21.3,71.8
SEM-003,B-33,490.751,UP,01/03/2025,10:51,21.6,70.7
SEM-002,B-22,77.637,UP,01/03/2025,10:50,20.8,76.4
SEM-001,B-21,208.445,UP,01/03/2025,10:59,21.4,71.4
SEM-003,B-33,490.754,UP,01/03/2025,11:1,21.6,70.7
SEM-002,B-22,77.641,UP,01/03/2025,11:0,20.8,76.6
SEM-001,B-21,208.451,UP,01/03/2025,11:9,21.3,72.3
SEM-003,B-33,490.774,UP,01/03/2025,11:11,21.6,70.8
SEM-002,B-22,77.64899,UP,01/03/2025,11:10,20.8,76.8
SEM-001,B-21,208.47,UP,01/03/2025,11:19,21.4,72.2
SEM-003,B-33,490.798,UP,01/03/2025,11:21,21.6,70.7
SEM-002,B-22,77.654,UP,01/03/2025,11:20,20.8,76.9
SEM-001,B-21,208.485,UP,01/03/2025,11:29,21.5,71.5
SEM-003,B-33,490.823,UP,01/03/2025,11:31,21.6,70.5
SEM-002,B-22,77.657,UP,01/03/2025,11:30,20.8,77.0
SEM-001,B-21,208.497,UP,01/03/2025,11:39,21.6,70.6
SEM-003,B-33,490.835,UP,01/03/2025,11:41,21.6,70.4
SEM-002,B-22,77.66,UP,01/03/2025,11:40,20.8,77.0
SEM-001,B-21,208.509,UP,01/03/2025,11:49,21.6,71.2
SEM-003,B-33,490.838,UP,01/03/2025,11:51,21.6,70.5
SEM-002,B-22,77.663,UP,01/03/2025,11:50,20.9,76.8
SEM-001,B-21,208.524,UP,01/03/2025,11:59,21.7,70.9
SEM-003,B-33,490.841,UP,01/03/2025,12:1,21.6,70.4
SEM-002,B-22,77.666,UP,01/03/2025,12:0,20.9,76.6
SEM-001,B-21,208.532,UP,01/03/2025,12:6,21.7,71.1
SEM-001,B-21,208.534,UP,01/03/2025,12:9,21.6,71.0
SEM-003,B-33,490.845,UP,01/03/2025,12:11,21.5,70.3
SEM-002,B-22,77.673,UP,01/03/2025,12:10,20.9,76.6
SEM-001,B-21,208.542,UP,01/03/2025,12:19,21.7,71.7
SEM-003,B-33,490.851,UP,01/03/2025,12:21,21.6,70.3
SEM-002,B-22,77.682,UP,01/03/2025,12:20,20.8,76.5
SEM-001,B-21,208.555,UP,01/03/2025,12:29,21.7,71.9
SEM-003,B-33,490.875,UP,01/03/2025,12:31,21.6,70.4
SEM-002,B-22,77.684,UP,01/03/2025,12:30,20.8,76.6
SEM-001,B-21,208.57,UP,01/03/2025,12:39,21.8,71.7
SEM-003,B-33,490.9,UP,01/03/2025,12:41,21.6,70.5
SEM-002,B-22,77.688,UP,01/03/2025,12:40,20.8,76.7
SEM-001,B-21,208.659,UP,01/03/2025,12:49,21.7,71.3
SEM-003,B-33,490.926,UP,01/03/2025,12:51,21.6,70.3
SEM-002,B-22,77.69199,UP,01/03/2025,12:50,20.9,76.7
SEM-001,B-21,208.822,UP,01/03/2025,12:59,21.8,70.4
SEM-003,B-33,490.935,UP,01/03/2025,13:1,21.6,70.4
SEM-002,B-22,77.698,UP,01/03/2025,13:0,20.9,76.4
SEM-001,B-21,209.075,UP,01/03/2025,13:9,21.8,69.7
SEM-003,B-33,490.939,UP,01/03/2025,13:11,21.6,70.2
SEM-002,B-22,77.70399,UP,01/03/2025,13:10,20.9,76.3
SEM-001,B-21,209.274,UP,01/03/2025,13:19,22.0,70.3
SEM-003,B-33,490.943,UP,01/03/2025,13:21,21.6,70.1
SEM-002,B-22,77.714,UP,01/03/2025,13:20,20.9,76.1
SEM-001,B-21,209.284,UP,01/03/2025,13:29,22.0,69.5
SEM-003,B-33,490.946,UP,01/03/2025,13:31,21.6,70.0
SEM-002,B-22,77.72,UP,01/03/2025,13:30,20.9,76.0
SEM-001,B-21,209.329,UP,01/03/2025,13:39,22.0,68.8
SEM-003,B-33,490.953,UP,01/03/2025,13:41,21.6,69.9
SEM-002,B-22,77.723,UP,01/03/2025,13:40,20.9,75.9
SEM-001,B-21,209.656,UP,01/03/2025,13:49,22.1,68.4
SEM-003,B-33,490.978,UP,01/03/2025,13:51,21.6,69.9
SEM-002,B-22,77.727,UP,01/03/2025,13:50,20.9,76.0
SEM-001,B-21,209.9,UP,01/03/2025,13:59,22.0,68.7
SEM-003,B-33,491.004,UP,01/03/2025,14:1,21.6,70.0
SEM-002,B-22,77.733,UP,01/03/2025,14:0,20.9,75.8
SEM-001,B-21,209.91,UP,01/03/2025,14:9,22.1,68.5
SEM-003,B-33,491.03,UP,01/03/2025,14:11,21.6,69.9
SEM-002,B-22,77.737,UP,01/03/2025,14:10,20.9,75.9
SEM-001,B-21,209.931,UP,01/03/2025,14:19,22.1,69.3
SEM-003,B-33,491.037,UP,01/03/2025,14:21,21.6,69.9
SEM-002,B-22,77.74699,UP,01/03/2025,14:20,20.9,75.7
SEM-001,B-21,209.945,UP,01/03/2025,14:29,22.2,68.8
SEM-003,B-33,491.041,UP,01/03/2025,14:31,21.7,69.9
SEM-002,B-22,77.756,UP,01/03/2025,14:30,20.9,75.7
SEM-001,B-21,209.955,UP,01/03/2025,14:39,22.3,68.1
SEM-003,B-33,491.044,UP,01/03/2025,14:41,21.7,69.8
SEM-002,B-22,77.759,UP,01/03/2025,14:40,21.0,75.6
SEM-001,B-21,209.96,UP,01/03/2025,14:49,22.1,70.0
SEM-003,B-33,491.048,UP,01/03/2025,14:51,21.6,69.8
SEM-002,B-22,77.763,UP,01/03/2025,14:50,21.0,75.5
SEM-001,B-21,209.964,UP,01/03/2025,14:59,22.1,69.2
SEM-003,B-33,491.058,UP,01/03/2025,15:1,21.6,69.8
SEM-002,B-22,77.766,UP,01/03/2025,15:0,21.0,75.7
SEM-001,B-21,209.972,UP,01/03/2025,15:9,22.1,68.6
SEM-003,B-33,491.084,UP,01/03/2025,15:11,21.6,69.9
SEM-002,B-22,77.771,UP,01/03/2025,15:10,20.9,75.6
SEM-001,B-21,209.978,UP,01/03/2025,15:19,22.1,68.4
SEM-003,B-33,491.109,UP,01/03/2025,15:21,21.7,69.9
SEM-002,B-22,77.779,UP,01/03/2025,15:20,21.0,75.6
SEM-001,B-21,209.984,UP,01/03/2025,15:29,22.2,68.2
SEM-003,B-33,491.134,UP,01/03/2025,15:31,21.7,69.8
SEM-002,B-22,77.789,UP,01/03/2025,15:30,21.0,75.5
SEM-001,B-21,209.988,UP,01/03/2025,15:39,22.1,68.3
SEM-003,B-33,491.138,UP,01/03/2025,15:41,21.7,69.8
SEM-002,B-22,77.794,UP,01/03/2025,15:40,21.0,75.4
SEM-001,B-21,209.995,UP,01/03/2025,15:49,22.1,67.8
SEM-003,B-33,491.141,UP,01/03/2025,15:51,21.6,69.9
SEM-002,B-22,77.798,UP,01/03/2025,15:50,21.0,75.3
SEM-001,B-21,210.002,UP,01/03/2025,15:59,22.1,67.4
SEM-003,B-33,491.145,UP,01/03/2025,16:1,21.7,69.7
SEM-002,B-22,77.802,UP,01/03/2025,16:0,21.0,75.3
SEM-001,B-21,210.006,UP,01/03/2025,16:9,22.1,66.6
SEM-003,B-33,491.148,UP,01/03/2025,16:11,21.7,69.7
SEM-002,B-22,77.806,UP,01/03/2025,16:10,21.0,75.3
SEM-001,B-21,210.01,UP,01/03/2025,16:19,22.2,66.4
SEM-003,B-33,491.165,UP,01/03/2025,16:21,21.7,69.7
SEM-002,B-22,77.811,UP,01/03/2025,16:20,21.1,75.3
SEM-001,B-21,210.017,UP,01/03/2025,16:29,22.1,66.9
SEM-003,B-33,491.19,UP,01/03/2025,16:31,21.7,69.7
SEM-002,B-22,77.82,UP,01/03/2025,16:30,21.0,75.4
SEM-001,B-21,210.024,UP,01/03/2025,16:39,22.1,67.4
SEM-003,B-33,491.215,UP,01/03/2025,16:41,21.7,69.8
SEM-002,B-22,77.827,UP,01/03/2025,16:40,21.0,75.2
SEM-001,B-21,210.028,UP,01/03/2025,16:49,22.1,68.2
SEM-003,B-33,491.232,UP,01/03/2025,16:51,21.6,69.8
SEM-002,B-22,77.831,UP,01/03/2025,16:50,21.0,75.4
SEM-003,B-33,491.236,UP,01/03/2025,17:0,21.7,69.8
SEM-002,B-22,77.835,UP,01/03/2025,17:0,21.0,75.5
SEM-001,B-21,210.032,UP,01/03/2025,16:59,22.1,68.9
SEM-001,B-21,210.032,UP,01/03/2025,17:0,22.1,68.9
SEM-003,B-33,491.236,UP,01/03/2025,17:2,21.7,69.9
SEM-002,B-22,77.835,UP,01/03/2025,17:0,21.0,75.6
SEM-001,B-21,210.037,UP,01/03/2025,17:10,22.1,69.6
SEM-003,B-33,491.24,UP,01/03/2025,17:12,21.7,70.1
SEM-002,B-22,77.839,UP,01/03/2025,17:10,21.0,75.6
SEM-001,B-21,210.046,UP,01/03/2025,17:20,22.0,70.0
SEM-003,B-33,491.243,UP,01/03/2025,17:22,21.7,70.2
SEM-002,B-22,77.842,UP,01/03/2025,17:20,21.0,75.8
SEM-001,B-21,210.05,UP,01/03/2025,17:30,22.0,70.4
SEM-003,B-33,491.246,UP,01/03/2025,17:32,21.7,70.2
SEM-002,B-22,77.848,UP,01/03/2025,17:30,21.0,75.8
SEM-001,B-21,210.053,UP,01/03/2025,17:40,22.1,70.7
SEM-003,B-33,491.27,UP,01/03/2025,17:42,21.7,70.3
SEM-002,B-22,77.857,UP,01/03/2025,17:40,21.0,76.0
SEM-001,B-21,210.058,UP,01/03/2025,17:50,22.0,70.8
SEM-003,B-33,491.294,UP,01/03/2025,17:52,21.7,70.4
SEM-002,B-22,77.862,UP,01/03/2025,17:50,21.0,76.1
SEM-001,B-21,210.067,UP,01/03/2025,18:0,22.0,70.7
SEM-003,B-33,491.325,UP,01/03/2025,18:2,21.7,70.5
SEM-002,B-22,77.865,UP,01/03/2025,18:0,21.0,76.1
SEM-001,B-21,210.071,UP,01/03/2025,18:10,22.0,71.2
SEM-003,B-33,491.339,UP,01/03/2025,18:12,21.7,70.6
SEM-002,B-22,77.869,UP,01/03/2025,18:10,21.0,76.2
SEM-001,B-21,210.075,UP,01/03/2025,18:20,22.0,71.8
SEM-003,B-33,491.365,UP,01/03/2025,18:22,21.8,70.6
SEM-002,B-22,77.874,UP,01/03/2025,18:20,21.0,76.2
SEM-001,B-21,210.079,UP,01/03/2025,18:30,22.0,71.5
SEM-003,B-33,491.391,UP,01/03/2025,18:32,21.7,71.0
SEM-002,B-22,77.878,UP,01/03/2025,18:30,21.0,76.6
SEM-001,B-21,210.088,UP,01/03/2025,18:40,22.0,72.7
SEM-003,B-33,491.418,UP,01/03/2025,18:42,21.7,71.1
SEM-002,B-22,77.88699,UP,01/03/2025,18:40,21.0,77.5
SEM-001,B-21,210.093,UP,01/03/2025,18:50,22.0,73.2
SEM-003,B-33,491.443,UP,01/03/2025,18:52,21.7,71.2
SEM-002,B-22,77.89201,UP,01/03/2025,18:50,20.9,78.0
SEM-001,B-21,210.096,UP,01/03/2025,19:0,21.9,73.6
SEM-003,B-33,491.458,UP,01/03/2025,19:2,21.7,71.5
SEM-002,B-22,77.895,UP,01/03/2025,19:0,20.9,78.1
SEM-001,B-21,210.1,UP,01/03/2025,19:10,21.8,73.7
SEM-003,B-33,491.461,UP,01/03/2025,19:12,21.7,71.5
SEM-002,B-22,77.898,UP,01/03/2025,19:10,20.9,78.5
SEM-001,B-21,210.109,UP,01/03/2025,19:20,21.8,73.4
SEM-003,B-33,491.464,UP,01/03/2025,19:22,21.7,71.8
SEM-002,B-22,77.902,UP,01/03/2025,19:20,20.9,78.6
SEM-001,B-21,210.114,UP,01/03/2025,19:30,21.8,73.4
SEM-003,B-33,491.469,UP,01/03/2025,19:32,21.7,71.9
SEM-002,B-22,77.905,UP,01/03/2025,19:30,20.9,78.5
SEM-001,B-21,210.118,UP,01/03/2025,19:40,21.8,73.4
SEM-003,B-33,491.472,UP,01/03/2025,19:42,21.7,72.1
SEM-002,B-22,77.91299,UP,01/03/2025,19:40,20.9,78.8
SEM-001,B-21,210.121,UP,01/03/2025,19:50,21.7,73.5
SEM-003,B-33,491.496,UP,01/03/2025,19:52,21.7,72.2
SEM-002,B-22,77.921,UP,01/03/2025,19:50,20.9,78.9
SEM-001,B-21,210.13,UP,01/03/2025,20:0,21.7,73.2
SEM-003,B-33,491.521,UP,01/03/2025,20:2,21.7,72.2
SEM-002,B-22,77.925,UP,01/03/2025,20:0,20.9,78.8
SEM-001,B-21,210.135,UP,01/03/2025,20:10,21.7,73.4
SEM-003,B-33,491.549,UP,01/03/2025,20:12,21.7,72.3
SEM-002,B-22,77.92799,UP,01/03/2025,20:10,20.9,79.2
SEM-001,B-21,210.139,UP,01/03/2025,20:20,21.7,73.2
SEM-003,B-33,491.562,UP,01/03/2025,20:22,21.8,72.2
SEM-002,B-22,77.933,UP,01/03/2025,20:20,20.9,78.8
SEM-001,B-21,210.143,UP,01/03/2025,20:30,21.7,73.3
SEM-003,B-33,491.565,UP,01/03/2025,20:32,21.7,72.2
SEM-002,B-22,77.937,UP,01/03/2025,20:30,20.9,79.2
SEM-001,B-21,210.15,UP,01/03/2025,20:40,21.7,73.1
SEM-003,B-33,491.569,UP,01/03/2025,20:42,21.7,72.4
SEM-002,B-22,77.942,UP,01/03/2025,20:40,21.0,78.8
SEM-001,B-21,210.157,UP,01/03/2025,20:50,21.7,72.9
SEM-003,B-33,491.573,UP,01/03/2025,20:52,21.7,72.6
SEM-002,B-22,77.952,UP,01/03/2025,20:50,20.9,79.2
SEM-001,B-21,210.161,UP,01/03/2025,21:0,21.7,72.9
SEM-003,B-33,491.576,UP,01/03/2025,21:2,21.7,72.7
SEM-002,B-22,77.959,UP,01/03/2025,21:1,20.9,79.1
SEM-001,B-21,210.164,UP,01/03/2025,21:10,21.7,72.6
SEM-003,B-33,491.6,UP,01/03/2025,21:12,21.7,72.8
SEM-002,B-22,77.963,UP,01/03/2025,21:11,20.9,79.2
SEM-001,B-21,210.171,UP,01/03/2025,21:20,21.7,72.5
SEM-001,B-21,210.171,UP,01/03/2025,21:20,21.6,72.5
SEM-003,B-33,491.627,UP,01/03/2025,21:22,21.7,72.7
SEM-002,B-22,77.96799,UP,01/03/2025,21:21,20.9,79.2
SEM-001,B-21,210.179,UP,01/03/2025,21:30,21.7,72.6
SEM-003,B-33,491.653,UP,01/03/2025,21:32,21.7,72.9
SEM-002,B-22,77.972,UP,01/03/2025,21:31,20.9,79.1
SEM-001,B-21,210.183,UP,01/03/2025,21:40,21.6,72.3
SEM-003,B-33,491.671,UP,01/03/2025,21:42,21.7,72.5
SEM-002,B-22,77.978,UP,01/03/2025,21:41,20.9,79.0
SEM-001,B-21,210.186,UP,01/03/2025,21:50,21.6,72.2
SEM-003,B-33,491.674,UP,01/03/2025,21:52,21.8,72.6
SEM-002,B-22,77.987,UP,01/03/2025,21:51,20.9,79.3
SEM-001,B-21,210.192,UP,01/03/2025,22:0,21.7,72.0
SEM-003,B-33,491.678,UP,01/03/2025,22:2,21.7,72.8
SEM-002,B-22,77.996,UP,01/03/2025,22:1,20.9,79.3
SEM-001,B-21,210.2,UP,01/03/2025,22:10,21.6,71.8
SEM-003,B-33,491.682,UP,01/03/2025,22:12,21.7,72.8
SEM-002,B-22,78.001,UP,01/03/2025,22:11,20.9,79.3
SEM-001,B-21,210.204,UP,01/03/2025,22:20,21.6,71.8
SEM-003,B-33,491.685,UP,01/03/2025,22:22,21.7,72.8
SEM-002,B-22,78.006,UP,01/03/2025,22:21,20.8,79.1
SEM-001,B-21,210.208,UP,01/03/2025,22:30,21.5,72.0
SEM-003,B-33,491.703,UP,01/03/2025,22:32,21.7,72.8
SEM-002,B-22,78.01,UP,01/03/2025,22:31,20.8,79.0
SEM-001,B-21,210.218,UP,01/03/2025,22:40,21.5,71.8
SEM-003,B-33,491.731,UP,01/03/2025,22:42,21.7,72.5
SEM-002,B-22,78.014,UP,01/03/2025,22:41,20.8,79.0
SEM-001,B-21,210.248,UP,01/03/2025,22:50,21.5,71.6
SEM-003,B-33,491.757,UP,01/03/2025,22:52,21.8,72.6
SEM-002,B-22,78.02299,UP,01/03/2025,22:51,20.9,79.0
SEM-001,B-21,210.275,UP,01/03/2025,23:0,21.4,71.3
SEM-003,B-33,491.774,UP,01/03/2025,23:2,21.8,72.4
SEM-002,B-22,78.033,UP,01/03/2025,23:1,20.8,79.0
SEM-001,B-21,210.3,UP,01/03/2025,23:10,21.4,71.2
SEM-003,B-33,491.778,UP,01/03/2025,23:12,21.7,72.5
SEM-002,B-22,78.038,UP,01/03/2025,23:11,20.8,78.8
SEM-001,B-21,210.325,UP,01/03/2025,23:20,21.5,71.0
SEM-003,B-33,491.782,UP,01/03/2025,23:22,21.7,72.6
SEM-002,B-22,78.044,UP,01/03/2025,23:21,20.8,78.7
SEM-001,B-21,210.414,UP,01/03/2025,23:30,21.5,70.8
SEM-003,B-33,491.785,UP,01/03/2025,23:32,21.7,72.7
SEM-002,B-22,78.049,UP,01/03/2025,23:31,20.8,78.6
SEM-001,B-21,210.463,UP,01/03/2025,23:40,21.4,71.0
SEM-003,B-33,491.789,UP,01/03/2025,23:42,21.7,72.5
SEM-002,B-22,78.054,UP,01/03/2025,23:41,20.8,78.4
SEM-001,B-21,210.478,UP,01/03/2025,23:50,21.5,70.7
SEM-003,B-33,491.809,UP,01/03/2025,23:52,21.7,72.3
SEM-002,B-22,78.06,UP,01/03/2025,23:51,20.8,78.4
SEM-001,B-21,210.494,UP,02/03/2025,0:0,21.4,70.7
SEM-003,B-33,491.835,UP,02/03/2025,0:2,21.7,72.2
SEM-002,B-22,78.07,UP,02/03/2025,0:1,20.7,78.3
SEM-001,B-21,210.518,UP,02/03/2025,0:10,21.4,70.5
SEM-003,B-33,491.861,UP,02/03/2025,0:12,21.7,72.0
SEM-002,B-22,78.095,UP,02/03/2025,0:11,20.8,78.3
SEM-001,B-21,210.539,UP,02/03/2025,0:20,21.4,70.2
SEM-003,B-33,491.877,UP,02/03/2025,0:22,21.7,71.9
SEM-002,B-22,78.11001,UP,02/03/2025,0:21,20.7,78.2
SEM-001,B-21,210.559,UP,02/03/2025,0:30,21.4,70.1
SEM-003,B-33,491.882,UP,02/03/2025,0:32,21.7,72.0
SEM-002,B-22,78.116,UP,02/03/2025,0:31,20.7,78.0
SEM-001,B-21,210.578,UP,02/03/2025,0:40,21.3,70.1
SEM-003,B-33,491.885,UP,02/03/2025,0:42,21.7,71.8
SEM-002,B-22,78.126,UP,02/03/2025,0:41,20.7,77.7
SEM-001,B-21,210.601,UP,02/03/2025,0:50,21.3,70.1
SEM-003,B-33,491.888,UP,02/03/2025,0:52,21.7,71.7
SEM-002,B-22,78.136,UP,02/03/2025,0:51,20.7,77.7
SEM-001,B-21,210.623,UP,02/03/2025,1:0,21.3,70.4
SEM-003,B-33,491.892,UP,02/03/2025,1:2,21.7,71.8
SEM-002,B-22,78.147,UP,02/03/2025,1:1,20.7,77.7
SEM-001,B-21,210.643,UP,02/03/2025,1:10,21.3,70.0
SEM-003,B-33,491.913,UP,02/03/2025,1:12,21.7,71.5
SEM-002,B-22,78.155,UP,02/03/2025,1:11,20.7,77.7
SEM-001,B-21,210.661,UP,02/03/2025,1:20,21.3,69.8
SEM-003,B-33,491.94,UP,02/03/2025,1:22,21.7,71.4
SEM-002,B-22,78.16,UP,02/03/2025,1:21,20.7,77.6
SEM-001,B-21,210.669,UP,02/03/2025,1:30,21.2,69.9
SEM-003,B-33,491.966,UP,02/03/2025,1:32,21.7,71.4
SEM-002,B-22,78.16499,UP,02/03/2025,1:31,20.7,77.3
SEM-001,B-21,210.681,UP,02/03/2025,1:40,21.3,70.0
SEM-003,B-33,491.982,UP,02/03/2025,1:42,21.7,71.3
SEM-002,B-22,78.17,UP,02/03/2025,1:41,20.7,77.2
SEM-001,B-21,210.688,UP,02/03/2025,1:50,21.3,69.9
SEM-003,B-33,491.987,UP,02/03/2025,1:52,21.7,71.2
SEM-002,B-22,78.178,UP,02/03/2025,1:51,20.7,77.2
SEM-001,B-21,210.696,UP,02/03/2025,2:0,21.2,69.8
SEM-003,B-33,491.99,UP,02/03/2025,2:2,21.6,71.2
SEM-002,B-22,78.19,UP,02/03/2025,2:1,20.7,77.3
SEM-001,B-21,210.703,UP,02/03/2025,2:10,21.2,69.6
SEM-003,B-33,491.993,UP,02/03/2025,2:12,21.6,71.3
SEM-002,B-22,78.197,UP,02/03/2025,2:11,20.6,77.4
SEM-001,B-21,210.715,UP,02/03/2025,2:20,21.1,69.5
SEM-003,B-33,491.998,UP,02/03/2025,2:22,21.6,71.2
SEM-002,B-22,78.203,UP,02/03/2025,2:21,20.6,77.1
SEM-001,B-21,210.722,UP,02/03/2025,2:30,21.2,69.1
SEM-003,B-33,492.019,UP,02/03/2025,2:32,21.6,71.0
SEM-002,B-22,78.208,UP,02/03/2025,2:31,20.6,76.9
